id,titulo,nota,tipo de nota,diretor,generos
9615,Pato Pato Ganso,6.199,0 a 10,Christopher Jenkins,"Animação, Família, Aventura, Comédia"
9616,Conversando com os Mortos,5.315,0 a 10,Daniel Myrick,"Drama, Terror, Mistério"
9617,Desta Vez Te Agarro,5.523,0 a 10,Hal Needham,"Ação, Comédia"
9618,O Samurai,7.771,0 a 10,Jean-Pierre Melville,"Crime, Thriller"
9619,Um Jogo Legendário,5.591,0 a 10,Joe Lynch,"Aventura, Fantasia, Terror, Comédia"
9620,내 이웃의 아내,3.0,0 a 10,Jung Dae-man,"Romance, Drama"
9621,Natal em Família,5.956,0 a 10,Arlene Sanford,"Comédia, Família"
9622,A Troca,7.0,0 a 10,Peter Medak,Terror
9623,Nobody's Home,6.0,0 a 10,Michelle Bossy,"Thriller, Drama, Comédia"
9624,Hackers no Controle,5.774,0 a 10,Annemarie van de Mond,"Ação, Crime, Thriller"
9625,Мальчик-дельфин,6.5,0 a 10,Mohammad Kheyrandish,"Animação, Aventura, Fantasia, Comédia"
9626,花と蛇　飼育篇,5.2,0 a 10,Shōgorō Nishimura,"Drama, Thriller, Terror"
9627,制服美少女　先生あたしを抱いて,5.4,0 a 10,Hidekazu Takahara,"Drama, Romance"
9628,Os Desajustados,7.295,0 a 10,Bruce Robinson,"Comédia, Drama"
9629,Como Eliminar seu Chefe,6.89,0 a 10,Colin Higgins,Comédia
9630,Ghoulies,4.714,0 a 10,Luca Bercovici,"Comédia, Terror, Fantasia"
9631,Do Além,6.5,0 a 10,Stuart Gordon,"Terror, Ficção científica"
9632,The Birdhouse,0.0,0 a 10,Romi Kim,
9633,pîķîwî,0.0,0 a 10,Olivia Marie Golosky,
9634,A Árvore da Vida,6.74,0 a 10,Terrence Malick,"Drama, Fantasia"
9635,Los poderes de Lolo,0.0,0 a 10,Nino Fontán Allen,Documentário
9636,Os Escravos de Satanás,6.656,0 a 10,Joko Anwar,"Drama, Terror, Mistério"
9637,Terror no Deserto,5.734,0 a 10,Neil Marshall,"Terror, Ação"
9638,O Desconhecido,6.157,0 a 10,Thomas M. Wright,"Thriller, Crime, Drama"
9639,Os Jetsons: O Filme,6.0,0 a 10,Joseph Barbera,"Animação, Comédia, Família, Ficção científica"
9640,Os Amigos de Eddie Coyle,7.25,0 a 10,Peter Yates,"Crime, Drama, Thriller"
9641,Justiça Cega,6.276,0 a 10,Mike Figgis,"Crime, Drama"
9642,Candyman 2 - A Vingança,5.44,0 a 10,Bill Condon,"Terror, Thriller"
9643,Mac & Devin Vão Para a Escola,6.5,0 a 10,Dylan C. Brown,Comédia
9644,Sem Destino,7.075,0 a 10,Dennis Hopper,"Aventura, Drama"
9645,Velvet Goldmine,6.9,0 a 10,Todd Haynes,"Drama, Música"
9646,Ei kiitos,4.9,0 a 10,Samuli Valkama,"Drama, Comédia"
9647,Hilda e o Rei da Montanha,7.497,0 a 10,Andy Coyle,"Animação, Aventura, Fantasia, Família, Cinema TV"
9648,Freaks: Um de Nós,5.572,0 a 10,Felix Binder,"Drama, Fantasia, Thriller"
9649,Shiri: Missão Terrorista,6.424,0 a 10,Kang Je-kyu,"Ação, Aventura, Drama, Thriller"
9650,Quando em Roma,6.0,0 a 10,Mark Steven Johnson,"Comédia, Fantasia, Romance"
9651,Caos,6.3,0 a 10,Tony Giglio,"Drama, Ação, Crime"
9652,Exodus,6.6,0 a 10,Otto Preminger,"Drama, Guerra"
9653,Caninos Brancos,7.352,0 a 10,Alexandre Espigares,"Animação, Família"
9654,90 Minutos no Paraíso,5.994,0 a 10,Michael Polish,Drama
9655,O Assassino em Mim,5.824,0 a 10,Michael Winterbottom,"Crime, Drama, Thriller"
9656,Anna Karenina,6.058,0 a 10,Bernard Rose,"Drama, Romance"
9657,Exorcismos e Demônios,5.652,0 a 10,Xavier Gens,"Terror, Mistério, Thriller"
9658,"Eu, Christiane F. - 13 Anos, Drogada e Prostituída",7.3,0 a 10,Uli Edel,Drama
9659,Storm Cell,5.802,0 a 10,Steven R. Monroe,"Ação, Terror, Thriller, Cinema TV"
9660,Ameaça no Espaço,4.2,0 a 10,John Suits,"Ficção científica, Ação, Terror"
9661,Aprendendo a Amar,6.1,0 a 10,Til Schweiger,"Drama, Comédia, Romance"
9662,Segon origen,4.8,0 a 10,Carles Porta,"Drama, Ficção científica"
9663,Toy Story Toons: Um Pequeno Grande Erro,6.875,0 a 10,Angus MacLane,"Animação, Família, Comédia"
9664,Adoro Problemas,5.476,0 a 10,Charles Shyer,"Romance, Comédia"
9665,学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,7.5,0 a 10,Tetsuro Araki,"Comédia, Animação, Aventura, Terror"
9666,Jack: A Caixa Maldita,5.804,0 a 10,Lawrence Fowler,Terror
9667,Falsária,6.3,0 a 10,Mike Barker,"Comédia, Romance"
9668,Lanterna Verde: Cavaleiros Esmeralda,6.643,0 a 10,Jay Oliva,"Ação, Aventura, Animação, Ficção científica, Drama"
9669,Litsoneras,3.7,0 a 10,Roman Perez Jr.,Drama
9670,Minhas Adoráveis Ex-Namoradas,5.96,0 a 10,Mark Waters,"Fantasia, Comédia, Romance"
9671,100 Garotas,5.787,0 a 10,Michael Davis,"Comédia, Drama, Romance"
9672,Homens em Fúria,5.3,0 a 10,John Curran,"Drama, Thriller"
9673,Certas Pessoas,5.661,0 a 10,Kenya Barris,"Romance, Comédia"
9674,Estação das Chuvas,6.5,0 a 10,Anthony Chen,"Drama, Romance"
9675,Ainbo: A Guerreira da Amazônia,7.009,0 a 10,José Zelada,"Aventura, Animação, Família, Fantasia"
9676,Pig: A Vingança,6.651,0 a 10,Michael Sarnoski,"Drama, Thriller"
9677,Os Jovens Titãs em Ação! e DC Super Hero Girls: Caos no Multiverso,5.907,0 a 10,Matt Peters,"Animação, Ação, Comédia"
9678,"Bones, o Anjo das Trevas",4.8,0 a 10,Ernest R. Dickerson,"Terror, Thriller"
9679,Os Três Guerreiros - A Ressurreição do Dragão,6.2,0 a 10,Daniel Lee,"Ação, História, Drama"
9680,Consequências,6.445,0 a 10,James Kent,"Guerra, Drama, Romance"
9681,Quando Nos Conhecemos,6.569,0 a 10,Ari Sandel,"Comédia, Romance, Fantasia"
9682,Bleach,6.615,0 a 10,Shinsuke Sato,"Ação, Fantasia, Aventura"
9683,Verão de Ilusões,6.0,0 a 10,Daniel Petrie,"Comédia, Drama"
9684,Paixão dos Fortes,7.438,0 a 10,John Ford,"Faroeste, Romance, Drama"
9685,O Rouxinol,7.086,0 a 10,Jennifer Kent,"Drama, Thriller"
9686,Lego Liga da Justiça: Combate Cósmico,6.327,0 a 10,Rick Morales,"Ação, Aventura, Animação, Comédia, Família"
9687,Ritmo & Blues - O Sonho do Sucesso,7.235,0 a 10,Robert Townsend,"Drama, Música"
9688,Por Amor ou Por Dinheiro,6.2,0 a 10,Barry Sonnenfeld,"Comédia, Romance"
9689,GirlHouse,5.967,0 a 10,Trevor Matthews,"Terror, Thriller"
9690,Caranguejo Negro,6.27,0 a 10,Adam Berg,"Ação, Thriller"
9691,Tom & Jerry: A Fantástica Fábrica de Chocolates,6.714,0 a 10,Spike Brandt,"Animação, Comédia, Família"
9692,Inuyashiki,7.631,0 a 10,Shinsuke Sato,"Ação, Aventura, Ficção científica, Fantasia"
9693,Marujo Intrépido,7.4,0 a 10,Victor Fleming,"Aventura, Drama, Família"
9694,Hacker: Todo Crime Tem Um Início,6.264,0 a 10,Akan Satayev,"Crime, Drama, Thriller"
9695,O Segredo de Berlim,5.743,0 a 10,Steven Soderbergh,"Drama, Mistério"
9696,อนงค์,5.8,0 a 10,Khomkrit Treewimol,"Romance, Comédia, Terror"
9697,20 Dias em Mariupol,8.111,0 a 10,Mstyslav Chernov,"Documentário, Guerra"
9698,Gamitan,3.7,0 a 10,Quark Henares,"Drama, Romance, Crime, Ação, Thriller"
9699,Supergirl,5.358,0 a 10,Jeannot Szwarc,"Aventura, Fantasia, Ação, Ficção científica"
9700,Um Domingo Qualquer,6.817,0 a 10,Oliver Stone,Drama
9701,"Nosferatu, o Vampiro da Noite",7.301,0 a 10,Werner Herzog,"Drama, Terror"
9702,Ser James Bond,7.762,0 a 10,Baillie Walsh,Documentário
9703,Fora de Série,7.0,0 a 10,Olivia Wilde,Comédia
9704,Confusões em Beverly Hills,5.632,0 a 10,Jeff Kanew,"Família, Aventura, Comédia"
9705,Os Caça-Noivas,6.06,0 a 10,Jake Szymanski,Comédia
9706,Um Hóspede do Barulho,6.1,0 a 10,William Dear,"Comédia, Família, Fantasia, Drama"
9707,Viagem a Darjeeling,7.2,0 a 10,Wes Anderson,"Aventura, Drama, Comédia"
9708,O Lado Escuro da Lua,3.5,0 a 10,Noah Luke,Ficção científica
9709,Auto Focus,6.362,0 a 10,Paul Schrader,"Crime, Drama"
9710,Agentes Duplos,5.3,0 a 10,Bobby Moresco,"Thriller, Crime"
9711,Num Lago Dourado,7.2,0 a 10,Mark Rydell,"Drama, Romance"
9712,Zortzitik infinitura,0.0,0 a 10,Naia Laka Arrizubieta,Documentário
9713,Você Pertence a Mim,5.9,0 a 10,Vaughn Stein,"Thriller, Mistério"
9714,Viagem Sem Destino,7.4,0 a 10,Bob Gale,"Aventura, Comédia, Fantasia"
9715,A Garfield Christmas,7.0,0 a 10,George Singer,"Animação, Família, Comédia"
9716,Fúria Assassina,5.0,0 a 10,Michelle Schumacher,Thriller
9717,Caminhos da Floresta,5.752,0 a 10,Rob Marshall,"Fantasia, Comédia"
9718,Pequenos Grandes Astros,6.107,0 a 10,John Schultz,"Família, Comédia, Fantasia"
9719,Próxima Parada: Lar Doce Lar,7.7,0 a 10,Harry Cripps,"Família, Animação, Aventura, Comédia"
9720,18 모델 리카의 화려한 외출,5.0,0 a 10,Choi Jin-chul,"Drama, Romance"
9721,"Eu, Meu Irmão e Nossa Namorada",6.549,0 a 10,Peter Hedges,"Comédia, Romance, Drama"
9722,Um Peixe Chamado Wanda,7.2,0 a 10,Charles Crichton,"Comédia, Crime"
9723,A Hora do Lobo,7.405,0 a 10,Ingmar Bergman,"Drama, Terror"
9724,Segundas Intenções 3,4.8,0 a 10,Scott Ziehl,Drama
9725,Minha Primeira Barbie,6.4,0 a 10,Kerr Holden,"Família, Animação"
9726,Caso Perigoso,5.745,0 a 10,Luis Prieto,"Thriller, Terror, Crime, Mistério"
9727,A Vingança dos Lutadores,6.8,0 a 10,Nahas Hidayath,"Ação, Drama"
9728,Oliver Twist,7.493,0 a 10,David Lean,"Drama, Aventura, Crime"
9729,Nós Que Nos Amávamos Tanto,8.253,0 a 10,Ettore Scola,"Drama, Comédia"
9730,O Hotel dos Acusados,7.2,0 a 10,W.S. Van Dyke,"Comédia, Mistério, Crime"
9731,A Última Coisa que Ele Queria,4.869,0 a 10,Dee Rees,"Drama, Thriller"
9732,A Origem do Dragão,5.737,0 a 10,George Nolfi,"Ação, Drama"
9733,Enquanto Você Dormia,7.0,0 a 10,Jon Turteltaub,"Romance, Comédia"
9734,Herança de um Valente,6.894,0 a 10,George T. Miller,"Drama, Romance, Aventura, Faroeste, Família"
9735,Gigi,6.2,0 a 10,Vincente Minnelli,"Comédia, Romance"
9736,Ghost in the Shell 2: A Inocência,7.3,0 a 10,Mamoru Oshii,"Animação, Drama, Ficção científica"
9737,La leyenda del Charro Negro,8.084,0 a 10,Alberto Rodríguez,"Animação, Fantasia, Ação, Família, Terror"
9738,キリエのうた,8.4,0 a 10,Shunji Iwai,"Drama, Música"
9739,King Kong vs. Godzilla,6.8,0 a 10,Ishirō Honda,"Ficção científica, Comédia, Aventura, Fantasia"
9740,Uma Coisa Nova: As Surpresas do Coração,6.452,0 a 10,Sanaa Hamri,"Comédia, Drama, Romance"
9741,아들의 여친 아빠의 여친 2,2.0,0 a 10,Ri Yoon,Romance
9742,Sobreviva ou Morra Tentando,6.761,0 a 10,Kyle Rankin,"Ação, Crime, Thriller"
9743,O Escândalo,6.801,0 a 10,Jay Roach,Drama
9744,Mazinger Z: Infinito,6.837,0 a 10,Junji Shimizu,"Ação, Ficção científica, Animação"
9745,Dia do Sim,6.723,0 a 10,Miguel Arteta,"Família, Comédia"
9746,Jackass Apresenta: Vovô Sem Vergonha .5,5.859,0 a 10,Jeff Tremaine,Comédia
9747,Os Vizinhos Green: O Filme – Ferispaço,8.0,0 a 10,Anna O'Brian,"Cinema TV, Animação, Família, Comédia, Música"
9748,No Name and Dynamite,5.5,0 a 10,Errol Sack,Faroeste
9749,Toda Arte é Perigosa,5.37,0 a 10,Dan Gilroy,"Thriller, Mistério, Terror"
9750,Cores do Destino,6.357,0 a 10,Shane Carruth,"Drama, Ficção científica"
9751,Sequestro no Espaço,5.9,0 a 10,Stephen St. Leger,"Ação, Thriller, Ficção científica"
9752,Diário dos Mortos,5.565,0 a 10,George A. Romero,Terror
9753,Frida,7.415,0 a 10,Julie Taymor,"Drama, Romance"
9754,Drácula: O Príncipe das Trevas,6.7,0 a 10,Terence Fisher,Terror
9755,Burnt Out,0.0,0 a 10,Kameron Cross,Comédia
9756,American Mary,6.2,0 a 10,Jen Soska,"Terror, Thriller"
9757,Vampire Hunter D,6.6,0 a 10,Toyoo Ashida,"Animação, Fantasia, Terror"
9758,"Adeus, Professor",6.88,0 a 10,Wayne Roberts,"Comédia, Drama"
9759,Um Convidado Bem Trapalhão,7.3,0 a 10,Blake Edwards,Comédia
9760,Um Reino Unido,6.68,0 a 10,Amma Asante,"Drama, História"
9761,Olhos da Justiça,6.371,0 a 10,Billy Ray,"Thriller, Mistério, Crime"
9762,Adeus à Inocência,6.6,0 a 10,Delbert Mann,"Guerra, Drama, Cinema TV"
9763,Blitz,6.2,0 a 10,Elliott Lester,"Crime, Ação, Thriller"
9764,Hausu,7.324,0 a 10,Nobuhiko Obayashi,"Comédia, Fantasia, Terror"
9765,Killer Bean – O Super Herói,7.2,0 a 10,Jeff Lew,"Comédia, Animação, Ação, Aventura, Thriller"
9766,Sonâmbulos,6.045,0 a 10,Mick Garris,"Terror, Fantasia, Thriller"
9767,Temos Vagas,6.253,0 a 10,Nimród Antal,"Terror, Thriller"
9768,O Novo Mundo,6.506,0 a 10,Terrence Malick,"Drama, História, Romance"
9769,Nina et le secret du hérisson,7.3,0 a 10,Alain Gagnol,"Animação, Família"
9770,Chaplin | Espíritu gitano,0.0,0 a 10,Carmen Chaplin,Documentário
9771,Codinome Banshee,5.8,0 a 10,Jon Keeyes,"Ação, Thriller"
9772,Blonde Bait,4.8,0 a 10,Elmo Williams,"Crime, Ação, Aventura"
9773,Férias de Verão com Coo,7.813,0 a 10,Keiichi Hara,"Animação, Comédia, Romance"
9774,He Went That Way,5.483,0 a 10,Jeff Darling,"Thriller, Crime, Drama"
9775,Killer Movie,5.677,0 a 10,Jeff Fisher,"Terror, Mistério, Thriller"
9776,Seres Rastejantes,6.549,0 a 10,James Gunn,"Terror, Ficção científica, Comédia"
9777,Assassinato em Yellowstone,5.5,0 a 10,Richard Gray,"Faroeste, Mistério"
9778,Resgate Abaixo de Zero,7.008,0 a 10,Frank Marshall,"Aventura, Drama, Família"
9779,Taylor Swift: Reputation Stadium Tour,8.351,0 a 10,Paul Dugdale,Música
9780,Tudo e Todas as Coisas,7.247,0 a 10,Stella Meghie,"Drama, Romance"
9781,Os Jovens Titãs em Ação Vs. Os Jovens Titãs,7.531,0 a 10,Jeff Mednikow,"Ação, Animação, Comédia, Família, Fantasia, Ficção científica"
9782,Justiça Vermelha,6.33,0 a 10,Jon Avnet,"Crime, Drama, Thriller"
9783,Cinco Chances Para Ser Feliz,5.436,0 a 10,Shawn Seet,"Comédia, Romance"
9784,La comtesse perverse,4.313,0 a 10,Jesús Franco,"Thriller, Terror"
9785,Outro Filme Gay,6.0,0 a 10,Todd Stephens,"Comédia, Romance"
9786,하숙집 2,7.3,0 a 10,Jeong Tae-ryeong,Romance
9787,Delhi Belly,7.075,0 a 10,Abhinay Deo,"Ação, Comédia"
9788,Minha Amiga Palma,8.134,0 a 10,Alexandr Domogarov Jr.,"Família, Romance"
9789,少女地獄一九九九,5.5,0 a 10,Daisuke Yamanouchi,Terror
9790,Viver a Vida,7.726,0 a 10,Jean-Luc Godard,Drama
9791,50 Greatest Harry Potter Moments,7.437,0 a 10,Diretor não encontrado,Documentário
9792,De Volta às Aulas,6.3,0 a 10,Alan Metter,Comédia
9793,Anatomia,6.12,0 a 10,Stefan Ruzowitzky,"Terror, Thriller"
9794,Sana Ol Pulubi,0.0,0 a 10,Diretor não encontrado,
9795,Ressaca de Amor,6.502,0 a 10,Nicholas Stoller,"Comédia, Romance, Drama"
9796,Federer: Doze Últimos Dias,7.625,0 a 10,Asif Kapadia,Documentário
9797,Hotel Courbet,1.0,0 a 10,Tinto Brass,Drama
9798,O Pássaro Pintado,7.073,0 a 10,Václav Marhoul,"Guerra, Drama, Thriller"
9799,La Luna,6.409,0 a 10,Bernardo Bertolucci,Drama
9800,Southland Tales: O Fim do Mundo,5.16,0 a 10,Richard Kelly,"Ficção científica, Thriller, Comédia"
9801,Vidas à Deriva,6.848,0 a 10,Baltasar Kormákur,"Thriller, Romance, Aventura"
9802,名探偵コナン 探偵たちの鎮魂歌（レクイエム）,7.1,0 a 10,Yasuichiro Yamamoto,"Animação, Mistério"
9803,Fortaleza em Shanghai,5.4,0 a 10,Teng Huatao,"Ficção científica, Guerra"
9804,Liga da Justiça Sombria,7.287,0 a 10,Jay Oliva,"Animação, Ação, Fantasia"
9805,Rebeldes,6.036,0 a 10,Annette Haywood-Carter,"Ação, Drama, Thriller"
9806,O Contador de Cartas,6.132,0 a 10,Paul Schrader,"Drama, Thriller"
9807,Seobok,7.187,0 a 10,Lee Yong-ju,"Ficção científica, Ação, Thriller, Mistério"
9808,어린 엄마,1.0,0 a 10,Kye Jang-hyuk,Romance
9809,Gola profonda nera,3.3,0 a 10,Guido Zurli,"Thriller, Drama, Terror"
9810,Rolou Uma Química,5.9,0 a 10,Geoff Moore,"Drama, Comédia"
9811,Bruce Lee: A Jornada de um Guerreiro,7.3,0 a 10,John Little,"Documentário, Ação"
9812,Despedida em Las Vegas,7.272,0 a 10,Mike Figgis,"Drama, Romance"
9813,Phantom - A Última Missão,5.8,0 a 10,Todd Robinson,Thriller
9814,O Custo da Coragem,6.6,0 a 10,Joel Schumacher,"Drama, Crime, Thriller"
9815,P.S. Eu Te Amo,7.2,0 a 10,Richard LaGravenese,"Drama, Romance"
9816,Uma Longa Viagem,6.9,0 a 10,Jonathan Teplitzky,"Drama, História"
9817,Todas Contra John,6.1,0 a 10,Betty Thomas,"Comédia, Romance"
9818,Moving Valentine,0.0,0 a 10,Sean King,Comédia
9819,Viagem ao Topo da Terra,7.833,0 a 10,Patrick Imbert,"Animação, Aventura, Mistério"
9820,Jessabelle: O Passado Nunca Morre,5.416,0 a 10,Kevin Greutert,"Thriller, Terror"
9821,花と蛇　究極縄調教,5.1,0 a 10,Masayuki Asao,"Thriller, Drama, Terror"
9822,Pensati sexy,5.665,0 a 10,Michela Andreozzi,Comédia
9823,Dia dos Mortos,5.228,0 a 10,Steve Miner,"Ação, Terror, Ficção científica"
9824,Desaparecido: Um Grande Mistério,7.261,0 a 10,Costa-Gavras,"Drama, Mistério, Thriller"
9825,Tigerland - A Caminho da Guerra,6.608,0 a 10,Joel Schumacher,"Drama, Guerra"
9826,黑社會以和為貴,7.322,0 a 10,Johnnie To,"Drama, Crime, Thriller"
9827,American Ninja: Guerreiro Americano,5.901,0 a 10,Sam Firstenberg,Ação
9828,Meu Ofício é Matar,6.4,0 a 10,Lewis Allen,"Crime, Thriller"
9829,Jovens Demais para Morrer,6.496,0 a 10,Geoff Murphy,"Faroeste, Aventura"
9830,Chan Sumiu,6.741,0 a 10,Wayne Wang,"Drama, Mistério, Comédia, Crime"
9831,Momento Inesquecível,6.717,0 a 10,Bill Forsyth,"Comédia, Drama"
9832,Crime na Casa Branca,6.062,0 a 10,Dwight H. Little,"Ação, Drama, Mistério, Thriller, Crime"
9833,A Maldição De Helena,5.589,0 a 10,Christian Bisceglia,"Terror, Thriller"
9834,Preparação e Pouso: Operação Presente Secreto,6.421,0 a 10,Stevie Wermers-Skelton,"Animação, Família, Fantasia"
9835,"A Volta da Família Sol, Lá, Si, Dó",5.829,0 a 10,Arlene Sanford,"Família, Comédia"
9836,Uma Segunda Chance Para Amar,7.24,0 a 10,Paul Feig,"Comédia, Romance"
9837,Fugindo da Máfia,5.0,0 a 10,Tom Schulman,"Comédia, Crime"
9838,A Primeira Transa de Jonathan,6.8,0 a 10,Mel Damski,"Comédia, Romance"
9839,Toxic Harmony,0.0,0 a 10,Kevin Arbouet,"Thriller, Música"
9840,Untold: Pacto com o Diabo,6.964,0 a 10,Laura Brownson,Documentário
9841,Heli,6.7,0 a 10,Amat Escalante,"Crime, Drama, Romance"
9842,Crescendo Juntas,7.27,0 a 10,Kelly Fremon Craig,"Comédia, Drama"
9843,Thriller - Um Filme Cruel,6.4,0 a 10,Bo Arne Vibenius,"Ação, Thriller, Crime, Drama, Terror"
9844,A Salva-vidas,5.431,0 a 10,Liz W. Garcia,"Drama, Comédia, Romance"
9845,All the Beauty and the Bloodshed,7.453,0 a 10,Laura Poitras,Documentário
9846,Por Que Eu Me Casei?,6.5,0 a 10,Tyler Perry,"Comédia, Drama"
9847,Veneno,6.862,0 a 10,Wes Anderson,"Comédia, Thriller"
9848,자매의 S스캔들,5.1,0 a 10,Kim Hyeon-Bin,"Drama, Romance"
9849,Suzumiya Haruhi no Shoushitsu,7.887,0 a 10,Yasuhiro Takemoto,"Animação, Comédia, Ficção científica, Mistério, Drama"
9850,A Tartaruga Vermelha,7.5,0 a 10,Michael Dudok de Wit,"Animação, Drama, Fantasia, Família"
9851,Guerra dos Botões,7.235,0 a 10,Yves Robert,"Comédia, Drama"
9852,Os Segredos de Saqqara,7.34,0 a 10,James Tovell,Documentário
9853,Longa Jornada Noite Adentro,7.0,0 a 10,Bi Gan,"Drama, Mistério"
9854,Ratos e Homens,7.2,0 a 10,Gary Sinise,Drama
9855,Las valgus paista metsale,0.0,0 a 10,Hanna-Mirtel Paas,Drama
9856,Nai niu,0.0,0 a 10,YoYo Liu,Drama
9857,A Lista,5.964,0 a 10,William Kaufman,"Ação, Thriller"
9858,O Destino Bate à Sua Porta,6.5,0 a 10,Bob Rafelson,"Crime, Romance, Drama, Thriller"
9859,Eu Sempre Amei Você,7.5,0 a 10,Tetsuya Yanagisawa,"Animação, Drama, Romance"
9860,O Clube das Mães Solteiras,6.049,0 a 10,Tyler Perry,"Drama, Comédia"
9861,A Dupla Explosiva,7.427,0 a 10,Marcello Fondato,"Ação, Comédia"
9862,Gimme Shelter,7.4,0 a 10,Albert Maysles,"Documentário, Música"
9863,Sepultado Vivo,6.652,0 a 10,Frank Darabont,"Terror, Thriller"
9864,Anjos Rebeldes 2,6.0,0 a 10,Greg Spence,"Terror, Fantasia, Thriller"
9865,The Shift - O Deslocamento,6.602,0 a 10,Brock Heasley,Ficção científica
9866,Downtown Owl: Uma Nova Vida,5.613,0 a 10,Hamish Linklater,"Comédia, Drama"
9867,A Sombra do Vampiro,6.656,0 a 10,E. Elias Merhige,"Drama, Terror"
9868,A Sangue Frio,7.457,0 a 10,Richard Brooks,"Crime, Drama"
9869,Jejum de Amor,7.407,0 a 10,Howard Hawks,"Comédia, Romance"
9870,Instinto Assassino,6.058,0 a 10,David Hackl,"Ação, Thriller"
9871,Projeto Filadélfia,6.094,0 a 10,Stewart Raffill,"Ficção científica, Aventura, Thriller"
9872,Appleseed Ex Machina,6.439,0 a 10,Shinji Aramaki,"Animação, Ação, Thriller, Ficção científica"
9873,Inferno na torre,7.009,0 a 10,John Guillermin,"Ação, Drama, Thriller"
9874,星门深渊,6.0,0 a 10,Zhang Xiaobei,"Ficção científica, Aventura, Ação"
9875,A Casa de Vidro,5.906,0 a 10,Daniel Sackheim,"Drama, Thriller"
9876,Multiple Maniacs,6.4,0 a 10,John Waters,"Comédia, Crime, Terror"
9877,Shooting Stars: A Vida de Lebron James,7.929,0 a 10,Chris Robinson,"Drama, História"
9878,A Garota do Parque,6.013,0 a 10,David Auburn,Drama
9879,Sommersby: O Retorno de um Estranho,6.322,0 a 10,Jon Amiel,"Drama, Thriller, Mistério, Romance"
9880,Com Mérito,6.8,0 a 10,Alek Keshishian,"Comédia, Drama"
9881,Massacre no Bairro Japonês,6.353,0 a 10,Mark L. Lester,"Ação, Comédia, Crime"
9882,A Primeira Vez,7.002,0 a 10,Jonathan Kasdan,"Drama, Comédia, Romance"
9883,Todo o Dinheiro do Mundo,6.471,0 a 10,Ridley Scott,"Drama, Crime, História"
9884,Mojin - A Lenda Perdida,6.3,0 a 10,Wuershan,"Ação, Aventura, Fantasia"
9885,Superior Firepower: Making 'Aliens',7.5,0 a 10,Charles de Lauzirika,Documentário
9886,O Grande Diabólico,6.033,0 a 10,Antonio Manetti,"Crime, Ação, Mistério, Thriller"
9887,女豹,5.3,0 a 10,Kōyū Ohara,Drama
9888,Conspiração Tequila,6.046,0 a 10,Robert Towne,"Thriller, Crime, Romance"
9889,A Garota Artificial,6.675,0 a 10,Franklin Ritch,"Ficção científica, Thriller, Mistério"
9890,Cypher,6.1,0 a 10,Chris Moukarbel,"Documentário, Música, Drama"
9891,Garotas Selvagens 4,5.115,0 a 10,Andy Hurst,"Crime, Drama, Mistério"
9892,"Ennio, o Maestro",8.3,0 a 10,Giuseppe Tornatore,"Documentário, Música, História"
9893,Face Norte,7.195,0 a 10,Philipp Stölzl,"Aventura, Drama, Ação, História, Thriller"
9894,Fanaa,6.726,0 a 10,Kunal Kohli,"Ação, Drama, Romance, Thriller"
9895,No Olho do Furacão,5.682,0 a 10,Rob Cohen,"Ação, Aventura, Crime, Thriller"
9896,Patrulha da Montanha,7.348,0 a 10,Lu Chuan,"Ação, Drama"
9897,Alma da Festa,6.136,0 a 10,Ben Falcone,Comédia
9898,Squealer,5.849,0 a 10,Andy Armstrong,"Ação, Terror, Thriller"
9899,Fantasma e CIA,6.468,0 a 10,Christopher Landon,"Comédia, Fantasia, Terror"
